id_estudiante,t1,t2,t3,t4,t5,t6,r1,r2,r3,r4,r5,r6,p1,p2,p3,p4,p5,p6,op1,op2,op3,op4,op5,op6,score_a,score_p,score_d,score_s
0,64.3013103,251.0564093,224.745993,59.952302,180.2234557,105.741338,1,3,1,1,5,1,4,10,19,5,13,5,1,1,0,1,1,0,5,4,2,3
1,97.17089997,93.27364,108.99154,38.2730334,62.5489466,47.40264,2,2,1,1,1,2,5,9,18,3,7,4,0,0,0,1,0,1,4,4,2,3
2,85.59673437,217.0711803,150.40652,96.7101003,59.137248,102.937465,1,7,1,1,1,2,8,16,11,5,2,7,1,1,0,0,0,1,5,4,3,2
3,57.77616303,97.665937,187.0636336,69.7781864,44.290579,78.262694,1,1,2,2,1,1,2,4,11,6,4,8,0,0,0,0,1,0,3,3,1,2
4,32.51981634,57.51439663,75.5684387,54.644516,91.402663,148.266473,1,2,1,1,2,4,3,5,8,3,6,20,1,1,1,0,1,1,6,4,3,3
5,171.8334483,119.11679,250.1836323,76.616859,61.200057,58.6167887,3,2,3,2,3,2,17,10,20,5,4,5,0,1,1,1,1,1,6,4,3,3
6,124.229255,48.252944,79.1230763,115.836988,34.416659,36.963991,3,1,1,3,1,1,47,11,11,27,14,12,1,1,0,1,0,0,4,4,3,3
7,61.88488797,54.659338,83.578779,94.583914,60.303409,99.012441,1,1,1,2,1,3,7,12,14,15,13,20,1,0,1,1,0,0,4,2,2,1
8,18.63171766,30.9841,61.76179833,40.0009877,35.867928,35.517905,1,1,1,2,1,1,8,10,20,17,15,14,1,1,0,1,0,0,3,2,1,2
9,381.6505967,75.3470066,113.8203494,50.553369,66.6491093,110.537645,9,1,1,1,2,2,28,11,7,3,4,7,1,1,1,1,1,1,2,2,0,0
10,21.24801433,26.693425,84.05994337,159.627102,35.235706,61.5456033,1,1,1,2,1,1,15,11,15,12,7,9,1,1,0,0,0,0,3,1,3,1
11,575.0314327,64.29117,109.8668457,116.0161466,41.9432277,123.963937,9,1,1,2,1,2,70,12,30,16,14,28,1,0,0,1,0,0,4,2,1,3
12,272.8887,81.58826,260.14092,298.24178,42.71764,278.4803397,14,1,3,5,1,4,27,6,26,16,3,10,0,1,1,1,1,0,4,4,1,1
13,340.44118,125.31038,506.7894337,96.68876,61.97278,71.04678,3,1,6,1,1,1,10,11,49,5,3,4,0,0,0,0,0,1,3,1,1,2
14,45.5,92.78158,212.2371533,124.16398,99.32442,159.7654334,1,2,2,2,3,2,5,5,10,8,5,3,1,1,1,0,0,1,3,1,1,3
15,86.54676734,118.568193,231.2325827,41.481367,48.23644,83.6284203,1,3,2,1,1,2,5,15,13,4,3,7,0,1,1,1,1,1,1,1,1,1
16,136.3213933,73.339819,92.0411724,83.3649,47.5944283,40.816506,1,1,1,3,1,1,7,7,21,20,6,5,1,1,0,1,0,1,5,4,2,2
17,215.56075,49.549121,199.3655063,140.041638,164.057281,108.857049,11,1,1,2,2,2,35,2,8,8,8,4,0,1,0,0,0,1,7,5,4,3
18,171.194972,118.9880163,391.4834743,122.3484917,68.4554033,50.8121643,1,1,2,1,1,1,6,7,25,12,9,5,1,0,0,0,0,1,7,4,4,3
19,123.0358386,133.7649217,463.622319,56.5305247,39.3418743,85.0450717,1,3,9,1,1,9,6,10,34,4,3,3,0,1,0,0,0,1,5,3,2,3
20,235.695726,817.6501387,403.422115,190.454699,58.761676,37.364933,11,24,9,6,1,1,17,56,54,26,11,9,1,0,1,0,0,1,3,2,1,1
21,46.11378537,36.897676,109.8766143,125.408891,71.995638,119.359238,1,1,1,2,1,3,3,5,3,4,2,7,1,1,0,0,0,0,7,4,4,3
22,14.9474633,312.4427027,46.2097737,37.3850383,28.9605363,80.8594437,1,3,1,1,1,1,4,41,14,6,4,19,0,0,0,0,0,0,2,2,1,2
23,119.9348037,34.834133,92.657409,91.290563,176.6565863,27.22659,5,1,2,1,9,1,11,8,18,8,24,9,1,0,1,0,1,1,6,5,3,3
24,27.155248,112.265106,150.5813286,89.8655024,117.431759,75.165521,1,3,1,1,1,1,3,17,7,2,3,10,1,1,0,0,0,0,4,1,1,1
25,38.585319,71.322821,169.768669,41.484166,53.746184,51.130519,1,2,3,1,3,2,4,6,17,6,9,10,1,1,1,1,1,1,3,4,2,3
26,127.0773354,174.152848,267.32088,41.864647,90.512087,40.681259,5,2,3,1,2,1,6,6,8,1,2,1,1,1,0,1,0,1,5,3,3,2
27,116.1027554,156.187434,269.4219846,68.8646,95.92676,126.740691,1,1,2,1,1,1,9,10,13,2,4,6,0,0,0,1,0,0,6,5,3,2
28,56.62793733,146.886654,454.584083,53.520558,110.713293,69.671415,1,2,5,1,4,1,1,3,16,2,3,3,1,1,1,1,0,0,3,1,1,2
29,76.4474687,41.3060733,71.464376,46.454698,18.911744,26.0434204,2,1,1,1,1,1,16,12,25,19,12,9,0,1,0,0,0,0,2,0,2,1
30,159.068167,141.07189,186.3536664,59.631663,136.876455,184.771876,5,5,1,1,4,3,12,14,4,7,17,12,1,1,0,1,1,0,5,4,2,2
31,83.36741,144.429497,410.670855,97.325833,117.374262,177.825275,2,3,4,1,1,2,6,5,16,2,2,4,1,1,0,0,0,0,5,3,3,3
32,62.86581333,67.64620663,366.8132667,123.7235067,49.5364334,69.83778,2,1,5,1,1,1,4,9,50,23,10,17,0,0,1,0,0,0,5,3,2,2
33,39.85278434,43.73617533,125.6755443,91.8229254,52.703513,53.420687,1,1,1,1,1,2,2,3,10,7,4,6,1,1,0,0,0,1,3,2,0,1
34,55.37630667,323.24244,289.49238,66.0659866,44.6612934,57.6599666,1,6,2,1,1,1,1,16,3,2,2,2,1,1,0,1,1,1,7,4,4,3
35,51.39773737,52.747331,150.9930653,113.931787,46.41435,41.747693,1,1,2,1,1,1,7,10,23,15,5,5,1,1,0,0,0,1,7,4,4,3
36,78.2128483,63.93029,150.8929727,64.780263,62.38036,64.396958,2,2,3,1,1,1,20,20,17,4,4,13,0,1,1,0,0,0,4,1,4,3
37,130.7442444,60.809259,271.9986143,57.7896583,43.375656,94.508802,1,1,4,1,1,4,6,10,32,12,12,18,0,0,0,0,0,0,6,5,3,2
38,61.919918,133.305119,74.3911904,22.737203,58.440289,24.84839,3,6,2,1,3,1,5,13,6,3,4,2,1,1,1,1,1,1,6,4,2,4
39,36.82132667,42.4424,162.72836,58.62514,93.0589666,47.2134,1,1,2,2,5,1,11,11,14,4,8,3,1,0,1,1,1,1,4,4,2,3
40,217.6344523,125.306893,535.0845087,105.1998743,52.502961,101.950657,3,2,10,2,1,3,9,7,28,7,4,7,1,1,1,1,1,1,5,3,3,3
41,64.67796833,154.847227,339.3848443,112.195079,78.540111,57.8969514,1,2,3,1,1,1,1,11,24,7,3,4,0,1,1,0,1,1,5,4,2,3
42,104.0797063,91.290929,284.192408,435.8113717,66.996605,62.277813,5,1,3,6,1,1,12,10,100,155,14,19,1,1,0,0,0,0,3,1,2,1
43,101.146281,58.5069273,101.303444,82.9530137,79.786909,121.230121,4,1,1,2,1,3,34,7,8,3,1,5,0,0,1,1,0,1,5,3,2,2
44,25.659436,112.306388,54.121916,37.054417,19.244571,33.292347,1,1,1,1,1,1,7,50,25,10,8,7,1,0,0,1,0,0,6,4,3,3
45,38.21404133,57.3669087,76.147855,132.7785333,45.7815537,217.6176733,1,2,1,2,1,4,8,7,9,9,2,13,1,1,1,0,0,0,5,1,1,1
46,140.29136,189.46064,305.076,35.41904,24.6818,38.80688,1,6,8,1,1,1,2,4,20,3,2,3,0,1,1,1,1,1,6,4,1,1
47,962.0776747,38.542416,119.226661,95.981006,56.571903,169.100243,7,1,2,1,1,2,127,5,10,8,4,15,1,1,1,0,0,0,4,1,3,3
48,50.8152533,106.0724267,260.5790533,49.70014,42.05682,42.6519533,1,2,1,1,1,1,1,4,20,3,2,4,1,1,0,1,0,1,6,5,3,3
49,254.1542534,52.49542,157.7423333,70.90864,38.43494,79.66582,3,1,2,2,1,1,47,13,22,5,2,4,0,1,0,1,1,0,2,3,1,2
50,326.855854,110.112507,174.5740573,59.74622,133.221196,184.371336,7,2,1,1,3,3,11,3,2,2,5,6,1,1,1,1,1,0,6,5,3,3
51,130.3559513,61.602837,365.5325727,44.6019353,31.8847347,42.835262,1,1,2,1,1,1,14,4,13,5,5,6,0,0,1,1,1,0,5,3,3,3
52,94.167049,73.500321,65.6002353,47.4502374,46.3167163,68.050406,2,2,1,1,1,2,3,3,12,2,5,8,0,1,1,1,0,1,5,4,2,3
53,48.2684237,170.7120666,167.7145784,109.0905,119.5463576,116.7993044,1,3,1,1,2,1,2,14,9,5,5,8,1,1,0,0,0,0,3,2,1,2
54,101.1218117,43.199791,153.3751993,47.868016,29.911111,34.330013,2,1,3,1,1,1,41,13,57,25,7,16,1,0,0,0,1,1,5,4,3,3
55,307.5348354,121.706806,138.412316,26.875545,38.462661,41.33033,10,3,3,1,2,1,10,12,35,9,11,10,0,1,0,1,1,0,8,5,4,4
56,55.68632397,84.103758,284.9740204,42.617912,46.696565,44.532379,1,2,3,1,2,1,1,5,19,6,3,4,1,1,0,0,1,0,4,4,3,3
57,113.1233379,72.3449004,366.670905,64.1890745,84.7476235,81.8649124,1,1,4,1,1,1,11,13,26,4,5,3,0,0,0,0,0,0,4,4,2,2
58,87.41678937,40.44213,262.9982983,72.007804,71.342895,55.518471,1,1,3,1,2,2,13,10,42,13,6,11,0,1,0,0,0,0,2,1,0,1
59,22.032087,93.19538797,202.390307,137.527193,60.5968534,69.6797863,1,2,1,2,1,1,2,4,12,14,8,8,1,0,0,0,0,0,6,1,2,3
60,59.51515633,59.848162,100.3684153,100.16857,41.95199,145.9827754,1,1,1,3,1,1,4,11,6,14,2,7,0,0,0,0,0,0,4,3,1,1
61,108.5329734,96.9251267,179.0036866,95.4166334,47.0052733,53.3146,1,2,3,1,1,1,3,8,13,6,5,3,1,1,1,0,0,1,7,4,4,3
62,54.40107233,129.284905,292.488029,47.633943,111.4678177,97.6173866,1,2,5,1,3,1,2,10,25,2,5,3,0,0,1,0,1,0,7,4,4,3
63,67.98210737,40.4591633,432.3703413,44.521493,71.978597,71.081415,2,1,8,1,3,1,8,6,38,2,9,5,0,0,1,1,1,0,5,5,1,1
64,62.90523437,40.598364,117.8969583,163.726782,55.642001,57.757252,1,1,2,2,1,1,8,3,12,9,5,6,0,0,1,0,0,0,2,0,2,2
65,107.7118183,127.5610267,233.2564303,77.113218,42.0147324,40.898112,3,2,3,1,2,1,15,16,50,17,7,9,1,1,0,0,1,0,3,4,0,1
66,29.621648,112.2123593,86.2828544,197.800765,151.257659,70.4549516,1,2,1,2,3,1,1,9,8,15,19,7,0,0,0,0,0,0,4,5,2,3
67,23.399325,64.215072,172.3123724,65.115099,26.465996,37.3156673,1,2,2,2,1,1,2,5,12,4,2,3,1,1,0,1,1,1,6,4,4,3
68,39.68725333,39.29751997,96.4648667,44.31054,34.63564,47.3944333,1,1,1,1,1,1,7,9,14,8,4,5,1,1,1,1,1,1,6,5,3,3
69,97.0137923,148.67001,1080.815802,351.579234,97.713598,120.10905,1,2,6,1,1,1,5,9,66,31,12,19,0,0,0,0,0,0,4,2,2,2
70,84.85770167,20.646623,54.0970823,48.3358524,93.8084536,37.1971051,2,1,1,2,3,2,24,14,16,28,41,14,0,1,0,0,0,0,5,4,2,2
71,268.6490337,56.5789727,80.3098356,110.4419677,53.6785403,43.6633637,4,1,1,1,1,1,37,7,7,7,4,4,1,1,1,0,0,1,5,1,2,3
72,37.2109666,60.9563867,598.86902,79.120607,89.46902,55.04064,1,2,1,3,5,1,2,5,7,5,8,4,0,1,0,0,1,0,5,4,3,3
73,65.350279,38.490317,68.7493033,38.206934,136.6658734,79.39707,1,1,1,1,5,2,13,3,6,3,11,7,0,1,1,1,1,1,4,3,2,2
74,105.833988,76.417217,347.9689067,65.550438,187.7842583,55.333741,2,1,1,1,2,1,11,6,14,5,8,4,0,1,0,0,0,1,4,3,1,1
75,48.14489597,39.781938,196.6773697,49.810749,22.822926,55.308176,2,3,6,2,1,2,7,16,73,18,16,17,1,1,0,1,0,0,5,1,2,2
76,58.9031657,96.457482,526.173123,95.7884263,66.765424,34.5608113,1,1,5,1,1,1,3,6,44,12,5,5,1,0,0,0,0,0,7,4,4,3
77,38.84089067,184.897017,195.5319393,66.910622,26.4880697,39.1731853,1,3,3,1,1,1,1,5,5,3,2,2,1,0,1,0,1,1,6,4,2,2
78,61.58943003,45.664233,78.1606063,179.742227,42.97372,48.0986064,1,1,1,4,1,1,11,3,9,18,3,2,0,1,0,0,0,0,5,4,3,3
79,33.745973,80.659264,133.257258,50.929785,36.448611,32.920309,1,2,3,1,1,1,1,7,17,5,3,5,0,0,0,0,0,0,6,4,4,3
80,76.9584033,79.3628064,114.8463306,69.127355,32.760241,68.5094834,3,3,1,2,1,3,7,11,22,17,14,28,0,1,0,1,0,1,6,5,3,3
81,399.390963,55.189239,116.8443443,62.371338,54.756244,71.286197,5,1,1,1,1,2,28,2,5,3,3,6,1,1,1,0,0,1,5,3,3,3
82,78.24862397,81.262353,186.954701,50.472662,64.094112,76.782903,4,2,2,1,1,2,4,6,11,2,11,7,1,1,0,1,1,1,5,5,2,3
83,67.85934667,92.60708,328.7859267,96.4644533,63.5525467,84.57922,1,2,3,1,1,1,2,5,24,5,4,12,0,1,0,0,0,0,3,1,2,3
84,16.74588,30.74296,91.56075337,29.6594533,18.51218,39.57512,1,1,3,1,1,2,2,8,21,6,3,6,1,1,1,1,1,1,2,3,1,2
85,114.0689204,140.696761,236.8372856,118.6032007,64.8950127,132.7065746,2,2,1,5,2,3,2,7,32,22,6,28,1,1,0,0,1,0,4,2,3,3
86,121.5915513,83.0502267,105.1155497,39.3878016,93.9668983,53.475393,3,2,1,1,3,1,2,4,3,1,5,3,0,1,1,1,1,0,6,4,3,3
87,43.0840734,64.2179133,51.7680933,175.2870934,37.5672933,33.3008133,1,1,1,3,1,1,4,11,5,31,8,7,1,0,1,0,0,1,5,5,2,2
88,18.56115167,24.85302133,112.8477383,75.0916954,56.081538,59.1611013,1,1,2,1,2,3,7,5,12,9,8,8,1,1,0,0,0,1,4,2,2,2
89,72.996628,55.20540197,112.926194,47.4927634,41.1958093,38.913656,1,2,2,1,1,1,7,9,16,2,4,3,0,1,1,0,0,1,5,4,3,3
90,630.3929867,126.4886,244.44514,49.49366,44.5821,79.84202,4,3,3,1,1,2,7,7,20,2,2,5,1,0,0,1,1,1,2,3,2,3
91,197.75836,39.860854,77.5686934,43.455814,79.4888816,73.8072487,2,1,1,1,2,1,37,5,6,2,3,1,1,1,1,1,1,1,3,5,1,1
92,41.02664633,41.1432,141.9936923,54.3078494,128.7624216,63.6229324,1,1,2,1,4,2,6,5,14,5,8,8,1,1,0,1,1,1,7,4,4,3
93,49.78233437,36.799434,134.1479823,34.599493,70.265597,58.132429,1,1,1,1,2,1,6,4,3,4,4,5,1,1,0,1,1,0,3,2,1,2
94,277.131594,94.4476087,156.9202606,92.1245534,69.147239,51.7148336,4,1,2,1,1,1,35,19,17,13,3,4,0,0,1,0,0,1,5,1,2,1
95,100.6181967,41.209548,207.862966,49.401546,46.554365,48.302791,3,1,8,1,1,1,9,3,4,2,3,2,1,1,1,1,0,1,5,5,1,1
96,195.4671933,129.4596467,119.1642733,147.1667467,66.8381933,85.53962,8,3,1,2,1,2,11,5,8,16,2,6,0,1,0,0,0,1,5,4,2,2
97,41.846297,100.817384,200.641763,55.853013,81.512259,27.846652,1,2,1,1,3,1,1,11,17,5,8,4,1,0,0,0,0,1,5,2,3,3
98,37.99497733,213.9888183,336.7564437,65.658202,89.138442,107.686045,1,6,4,2,3,4,1,10,23,6,7,12,1,1,0,0,0,0,4,2,2,2
99,76.56816797,36.637978,70.004616,27.518431,21.85083,31.220446,1,1,1,1,1,1,20,10,35,11,12,12,0,1,0,0,0,0,3,1,2,2
100,38.26258434,72.52922233,97.017739,131.6894843,97.487763,63.837354,1,1,1,1,1,1,4,6,7,8,8,7,0,1,1,0,0,0,7,1,4,3
101,35.73798967,251.3027923,80.2895683,28.440373,26.6742814,45.467921,1,10,1,1,1,1,1,46,7,8,5,6,1,1,1,1,1,1,7,4,4,3
102,46.478789,127.5555034,100.5582446,64.36127,65.911288,50.645454,1,2,3,1,1,3,7,18,12,5,4,8,1,0,0,0,0,1,7,5,3,3
103,137.704212,128.707649,114.414758,381.543549,72.816952,88.0933257,1,2,1,4,1,3,3,5,8,15,4,8,1,1,1,1,1,1,4,3,2,3
104,35.27515233,82.297438,124.4210063,120.8217304,162.312044,95.260971,1,2,1,1,2,2,2,6,6,7,8,5,1,1,0,0,0,0,2,1,1,2
105,51.24391097,58.4760264,82.3403486,47.8610064,62.392609,125.9017723,1,2,1,1,1,1,5,4,6,4,4,8,1,1,0,1,0,0,5,4,2,2
106,32.385989,22.346181,88.98472497,85.398135,35.73256,53.678814,1,1,2,1,1,2,15,8,134,22,20,40,0,1,0,0,0,0,2,4,1,1
107,57.71942337,56.285981,271.9844763,97.7111727,54.5195796,46.937976,1,1,3,1,1,1,10,10,49,18,11,10,0,1,0,0,0,1,5,2,2,2
108,197.0189113,115.60953,332.9647077,518.753991,89.927014,79.495495,2,1,2,11,2,1,23,12,32,111,10,5,1,0,0,0,1,1,0,2,1,1
109,81.262376,61.895615,92.0114813,43.2307587,114.9760556,104.1258137,1,1,1,1,3,2,8,11,25,10,19,8,0,1,0,1,1,0,3,4,2,1
110,133.978466,27.8989693,40.6488086,24.415798,15.39942,46.7483127,4,1,1,1,1,3,22,10,28,11,9,17,0,0,0,1,0,1,6,4,3,3
111,40.9417923,30.9286177,411.8201567,25.395047,35.459413,45.3405843,1,1,10,1,1,2,4,7,98,4,6,9,1,1,0,1,0,0,4,5,1,1
112,64.98073663,80.730104,307.8814464,170.0377306,42.064984,75.213658,1,1,4,4,1,2,7,16,42,17,4,7,1,0,1,0,1,1,3,1,1,1
113,52.86419533,84.91274,145.1432827,194.57427,241.7221573,102.594968,1,2,2,3,4,1,2,4,8,5,5,3,1,1,1,0,1,0,6,4,2,2
114,103.933273,277.950375,441.133739,135.799856,119.983496,71.13336,2,4,5,3,2,1,11,35,37,13,8,1,1,1,1,0,0,1,3,5,1,1
115,23.30110334,71.87269133,103.836676,57.4180257,55.1481273,42.5961793,1,2,2,2,2,1,2,4,8,3,4,7,1,1,1,1,1,1,5,3,3,3
116,182.6749627,69.280245,80.4129763,50.731057,48.18113,44.148156,5,1,1,1,1,1,29,14,12,5,5,4,1,0,1,1,1,1,3,2,1,0
117,141.8380847,277.1981806,132.5563404,63.937038,70.9688173,113.9761877,24,8,11,1,1,11,12,25,9,4,8,7,0,1,1,0,0,0,1,1,0,0
118,93.01704497,86.5493527,104.976856,59.3743757,65.5355283,48.5658393,1,1,1,1,2,1,9,11,8,4,5,6,0,0,1,1,1,1,5,1,4,3
119,38.59353997,44.82104,59.810225,87.121587,52.555673,81.387212,1,1,1,1,1,2,2,5,7,6,4,5,1,1,0,0,0,0,2,1,1,2
120,49.94765533,169.3581917,114.1610563,63.380404,55.780647,67.113609,1,3,1,1,1,1,1,4,2,1,1,2,1,1,1,1,0,0,7,5,4,3
121,89.5692063,130.2631987,249.8506147,41.5135743,129.5605813,55.200892,2,3,4,1,3,1,3,9,9,2,6,2,0,1,1,1,1,0,1,2,0,0
122,41.5154543,78.331174,70.6480874,29.7993023,34.949038,44.548794,1,2,1,1,1,1,1,5,14,2,4,7,1,1,0,1,0,1,4,4,3,3
123,262.9120977,86.9813744,557.5629503,81.667166,67.664221,48.834732,26,1,4,1,1,1,95,15,111,17,11,9,0,0,0,0,0,1,3,1,0,1
124,52.980638,127.599157,131.9835866,50.64715,61.0764957,37.3173153,1,2,1,1,2,1,1,3,5,3,3,2,0,1,1,1,1,1,4,2,3,3
125,907.014173,63.6474543,64.097437,42.41497,30.315454,44.048238,13,1,2,1,1,1,214,10,17,9,5,10,0,1,1,1,1,1,5,4,3,3
126,269.767346,290.5472037,200.429888,91.5206453,115.574112,51.297675,11,5,2,1,2,1,39,19,21,6,8,5,0,0,0,0,0,1,6,4,2,3
127,59.95077667,60.7516417,285.5057393,134.4392234,47.0988207,35.4489297,2,2,3,1,1,1,8,11,42,5,4,3,0,1,0,0,0,1,2,3,1,2
128,124.062138,56.777716,215.9555654,41.592608,71.130574,38.262535,2,1,4,1,2,2,17,15,19,13,5,4,1,0,0,1,1,1,2,1,1,1
129,59.046768,129.7371133,95.1715513,51.6315483,103.3921693,101.7566733,1,3,1,1,1,2,2,9,3,3,4,4,0,1,0,1,0,1,6,5,3,2
130,67.42269133,156.369015,134.8260857,53.355154,40.074909,52.401785,1,2,2,1,1,1,2,24,16,9,3,4,0,0,0,0,0,1,7,5,4,3
131,52.81658997,132.366858,78.1012314,43.478579,39.117359,43.778145,1,3,1,1,1,1,1,28,11,9,6,5,1,1,1,1,0,0,5,4,3,2
132,101.78214,51.3745506,162.6112624,1317.984673,527.017865,53.842538,1,1,1,8,3,1,26,5,20,48,20,8,0,1,0,0,0,0,3,2,0,1
133,53.64784667,83.7465533,225.6042934,185.30838,92.0794866,48.5404134,1,2,3,4,1,1,2,4,4,18,4,2,0,1,1,0,0,1,4,3,2,2
134,36.89941204,98.35993329,116.6595464,69.5315789,118.3112474,93.4949867,1,1,1,1,3,1,1,5,3,2,3,3,1,0,0,0,0,0,4,4,2,2
135,45.32901133,50.5761823,107.0667817,40.524312,31.523526,102.7957623,1,1,1,1,1,3,8,10,17,6,5,10,1,1,1,1,1,1,7,5,4,3
136,104.8409414,34.2188163,136.1929513,67.020848,43.153397,62.037507,2,1,3,2,1,1,13,10,28,8,4,10,0,1,0,1,0,0,3,5,0,0
137,31.38093634,69.95353803,96.5227373,38.306333,35.376289,57.5845923,1,2,2,1,1,2,1,12,21,7,4,15,1,1,0,1,0,1,7,5,3,4
138,64.52343766,112.2067787,168.2101457,100.102491,144.201664,61.621742,2,2,2,2,4,2,2,5,5,7,15,9,1,0,0,0,0,0,5,4,2,2
139,143.5102334,26.73046,167.34754,66.50848,20.44864,34.21426,6,1,5,2,1,1,46,10,55,9,4,8,1,1,1,1,1,0,6,3,3,3
140,17.355318,23.063984,159.496745,29.911691,18.528817,21.862563,1,1,3,1,1,1,2,5,29,6,4,5,1,1,0,1,1,1,2,3,2,1
141,207.0561977,59.9134517,321.499368,72.6128253,103.961093,38.447922,5,1,5,2,3,1,53,10,41,8,10,4,0,1,0,1,1,1,3,2,2,1
