rut,programa,nrc,exitosos,fallidos,hito1,hito2,hito3,hito4,p1,p2,p3,p4,sol1
1,UNAB22115,1633,10,21,17,0,0,0,:25:17:4:26:29:23:0:22:10:3,,,,1.0
2,UNAB22115,1632,7,9,12,0,0,0,:25:17:4:26:29:23:0,,,,1.0
3,UNAB22115,1632,6,10,11,0,0,0,:25:17:26:29:23:0,,,,1.0
4,UNAB22115,1633,0,0,0,0,0,0,,,,,1.0
5,UNAB22510,10471,0,0,0,0,0,0,,,,,1.0
6,UNAB22115,1635,0,0,0,0,0,0,,,,,1.0
7,UNAB22505,10476,0,0,0,0,0,0,,,,,1.0
8,UNAB21500,10475,0,16,0,0,0,0,,,,,1.0
9,UNAB22115,1632,0,0,0,0,0,0,,,,,1.0
10,UNAB22115,1635,0,0,0,0,0,0,,,,,1.0
11,UNAB22115,1632,0,0,0,0,0,0,,,,,1.0
12,UNAB22100,10474,0,0,0,0,0,0,,,,,1.0
13,UNAB22115,1635,0,0,0,0,0,0,,,,,1.0
14,UNAB22115,1632,7,9,12,0,0,0,:25:17:4:26:29:23:0,,,,1.0
15,UNAB22510,10476,0,0,0,0,0,0,,,,,1.0
16,UNAB22115,1633,12,19,22,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:18,,,,1.0
17,UNAB21500,10471,0,31,0,0,0,0,,,,,1.0
18,UNAB22100,10475,14,2,27,0,0,0,:25:17:4:26:29:23:0:22:10:7:32:13:18:35,,,,1.0
19,UNAB22115,1635,0,0,0,0,0,0,,,,,1.0
20,UNAB12100,10458,0,0,0,0,0,0,,,,,1.0
21,UNAB22115,1632,7,9,12,0,0,0,:25:17:4:26:29:23:0,,,,1.0
22,UNAB22115,1633,0,0,0,0,0,0,,,,,1.0
23,UNAB22115,1632,0,0,0,0,0,0,,,,,1.0
24,UNAB21503,1632,0,0,0,0,0,0,,,,,1.0
25,UNAB21500,10471,0,0,0,0,0,0,,,,,1.0
26,UNAB22115,1632,0,0,0,0,0,0,,,,,1.0
27,UNAB22115,1632,7,9,12,0,0,0,:25:17:4:26:29:23:0,,,,1.0
28,UNAB12100,10452,0,0,0,0,0,0,,,,,1.0
29,UNAB21500,10475,0,0,0,0,0,0,,,,,1.0
30,UNAB12100,10458,0,0,0,0,0,0,,,,,1.0
31,UNAB22115,1633,2,29,2,0,0,0,:25:17,,,,1.0
32,UNAB12100,10454,10,6,20,0,0,0,:25:17:4:26:0:3:32:13:18:35,,,,1.0
33,UNAB12210,10452,11,5,21,0,0,0,:25:17:4:26:29:23:0:22:10:32:13,,,,1.0
34,UNAB22510,10476,0,0,0,0,0,0,,,,,1.0
35,UNAB11500,10450,0,0,0,0,0,0,,,,,1.0
36,UNAB12100,10459,0,0,0,0,0,0,,,,,1.0
37,UNAB22510,10471,12,19,22,0,0,0,:25:17:4:29:23:0:22:10:7:32:13:18,,,,1.0
38,UNAB11500,10462,0,0,0,0,0,0,,,,,1.0
39,UNAB12100,10460,0,0,0,0,0,0,,,,,1.0
40,UNAB12510,10463,17,30,30,0,0,0,:25:25:17:17:4:4:26:26:29:29:23:0:22:10:32:13:18,,,,1.0
41,UNAB12210,10452,6,10,8,0,0,0,:25:17:4:26:22:10,,,,1.0
42,UNAB12210,10470,0,0,0,0,0,0,,,,,1.0
43,UNAB11500,10454,2,14,2,0,0,0,:25:17,,,,1.0
44,UNAB11500,10455,0,0,0,0,0,0,,,,,1.0
45,UNAB11500,10463,10,6,19,0,0,0,:25:17:4:26:29:23:0:7:32:13,,,,1.0
46,UNAB11500,10455,0,16,0,0,0,0,,,,,1.0
47,UNAB11500,10463,10,6,19,0,0,0,:25:17:4:23:0:22:10:32:13:18,,,,1.0
48,UNAB11500,10455,0,0,0,0,0,0,,,,,1.0
49,UNAB12100,10462,2,14,2,0,0,0,:25:17,,,,1.0
50,UNAB12100,10450,0,16,0,0,0,0,,,,,1.0
51,UNAB12100,10454,7,9,11,0,0,0,:25:17:4:26:0:22:32,,,,1.0
52,UNAB21500,10471,0,16,0,0,0,0,,,,,1.0
53,UNAB11500,10450,0,0,0,0,0,0,,,,,1.0
54,UNAB12100,10462,8,8,15,0,0,0,:25:17:26:23:0:22:3:32,,,,1.0
55,UNAB11500,10460,10,6,17,0,0,0,:25:17:4:26:29:23:0:22:10:3,,,,1.0
56,UNAB12100,10458,8,8,12,0,0,0,:25:17:4:26:29:0:22:10,,,,1.0
57,UNAB12100,10452,7,24,13,0,0,0,:17:4:29:23:0:22:32,,,,1.0
58,UNAB12210,10456,1,31,1,0,0,0,:25,,,,1.0
59,UNAB12100,10458,8,8,13,0,0,0,:25:17:4:26:29:0:10:42,,,,1.0
60,UNAB12210,10452,7,9,9,0,0,0,:25:17:4:26:22:10:7,,,,1.0
61,UNAB11500,10454,17,14,21,6,0,0,:25:4:26:29:23:0:22:10:3:42:32:18:35,:6:44:37:28,,,1.0
62,UNAB21500,10475,12,19,22,0,0,0,:25:17:4:26:22:10:3:7:32:13:18:35,,,,1.0
63,UNAB11500,10459,9,7,13,0,0,0,:25:17:4:26:29:0:3:42:7,,,,1.0
64,UNAB12100,10452,7,9,12,0,0,0,:25:17:4:26:29:23:22,,,,1.0
65,UNAB11500,10456,0,0,0,0,0,0,,,,,1.0
66,UNAB12100,10462,0,16,0,0,0,0,,,,,1.0
67,UNAB12100,10462,6,10,10,0,0,0,:25:17:4:26:23:0,,,,1.0
68,UNAB11500,10468,0,16,0,0,0,0,,,,,1.0
69,UNAB12210,10454,4,27,2,2,0,0,:25:17,:6:44,,,1.0
70,UNAB12100,10458,7,9,13,0,0,0,:25:17:4:26:23:22:42,,,,1.0
71,UNAB12100,10460,9,7,16,0,0,0,:25:17:4:26:29:23:0:22:3,,,,1.0
72,UNAB12100,10458,9,7,14,0,0,0,:25:17:4:26:29:0:22:10:3,,,,1.0
73,UNAB11500,10463,10,6,19,0,0,0,:25:17:4:26:29:23:22:10:32:13,,,,1.0
74,UNAB12100,10458,0,0,0,0,0,0,,,,,1.0
75,UNAB12100,10462,0,0,0,0,0,0,,,,,1.0
76,UNAB12100,10458,13,3,26,0,0,0,:25:17:4:26:29:23:0:22:10:3:32:13:35,,,,1.0
77,UNAB12100,10457,13,3,24,0,0,0,:25:17:4:26:29:22:10:3:42:7:32:13:18,,,,1.0
78,UNAB12100,10454,8,23,15,0,0,0,:17:4:26:23:0:22:3:32,,,,1.0
79,UNAB12100,10452,7,9,12,0,0,0,:25:17:4:26:29:23:22,,,,1.0
80,UNAB12100,10462,6,10,10,0,0,0,:25:17:4:23:0:22,,,,1.0
81,UNAB12510,10465,11,20,20,0,0,0,:25:17:4:26:29:23:0:22:10:3:42,,,,1.0
82,UNAB12100,10452,0,0,0,0,0,0,,,,,1.0
83,UNAB21500,10475,0,0,0,0,0,0,,,,,1.0
84,UNAB12210,10452,4,12,5,0,0,0,:25:17:4:22,,,,1.0
85,UNAB12100,10452,7,9,12,0,0,0,:25:17:4:26:29:23:22,,,,1.0
86,UNAB12100,10458,8,8,12,0,0,0,:25:17:4:26:29:22:10:3,,,,1.0
87,UNAB11500,10463,2,14,5,0,0,0,:23:32,,,,1.0
88,UNAB12100,10458,8,8,14,0,0,0,:25:17:4:26:29:23:0:22,,,,1.0
89,UNAB12100,10454,7,9,12,0,0,0,:25:17:4:26:29:23:0,,,,1.0
90,UNAB12100,10452,8,8,15,0,0,0,:17:4:29:23:0:22:32:18,,,,1.0
91,UNAB12100,10452,7,9,12,0,0,0,:25:17:4:26:29:23:22,,,,1.0
92,UNAB11500,10450,3,13,4,0,0,0,:25:17:22,,,,1.0
93,UNAB12100,10462,3,13,3,0,0,0,:25:17:4,,,,1.0
94,UNAB21500,10475,14,2,27,0,0,0,:25:17:4:26:29:23:0:22:10:7:32:13:18:35,,,,1.0
95,UNAB12100,10460,5,11,10,0,0,0,:17:4:23:3:35,,,,1.0
96,UNAB12100,10460,10,6,18,0,0,0,:25:17:4:26:29:23:0:10:3:35,,,,1.0
97,UNAB12100,10454,0,0,0,0,0,0,,,,,1.0
98,UNAB12100,10458,10,6,19,0,0,0,:25:17:4:26:23:22:10:32:13:18,,,,1.0
99,UNAB11500,10450,9,22,15,0,0,0,:25:17:4:26:29:23:0:22:10,,,,1.0
100,UNAB12210,10466,16,15,32,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,1.0
101,UNAB11500,10450,5,11,7,0,0,0,:25:17:4:26:29,,,,1.0
102,UNAB12100,10458,7,24,12,0,0,0,:25:17:26:23:0:10:3,,,,1.0
103,UNAB11500,10463,13,3,25,0,0,0,:25:17:4:26:23:0:22:10:7:32:13:18:35,,,,1.0
104,UNAB12100,10458,7,9,13,0,0,0,:25:17:4:26:23:22:42,,,,1.0
105,UNAB12100,10452,2,14,2,0,0,0,:17:4,,,,1.0
106,UNAB12100,10462,7,9,12,0,0,0,:17:26:29:22:10:7:35,,,,1.0
107,UNAB11500,10458,8,23,13,0,0,0,:25:17:4:26:29:23:0:10,,,,1.0
108,UNAB12100,10452,8,23,15,0,0,0,:17:4:29:23:0:22:32:18,,,,1.0
109,UNAB12100,10452,9,7,15,0,0,0,:25:17:4:26:29:23:0:22:10,,,,1.0
110,UNAB11500,10469,0,0,0,0,0,0,,,,,1.0
111,UNAB11500,10466,0,0,0,0,0,0,,,,,1.0
112,UNAB12100,10454,7,9,12,0,0,0,:25:17:4:26:29:23:22,,,,1.0
113,UNAB12100,10452,8,23,15,0,0,0,:17:4:29:23:0:22:32:18,,,,1.0
114,UNAB12100,10452,0,0,0,0,0,0,,,,,1.0
115,UNAB12100,10462,5,11,7,0,0,0,:25:17:4:26:29,,,,1.0
116,UNAB11500,10453,0,0,0,0,0,0,,,,,1.0
117,UNAB12100,10458,7,9,13,0,0,0,:17:4:29:23:0:22:18,,,,1.0
118,UNAB12100,10462,7,9,10,0,0,0,:25:17:4:26:29:22:7,,,,1.0
119,UNAB12510,10465,4,12,5,0,0,0,:25:17:4:26,,,,1.0
120,UNAB12100,10454,6,10,10,0,0,0,:25:17:4:26:23:22,,,,1.0
121,UNAB11500,10464,0,16,0,0,0,0,,,,,1.0
122,UNAB12100,10452,8,23,13,0,0,0,:25:17:4:26:23:0:10:3,,,,1.0
123,UNAB11500,10466,7,9,12,0,0,0,:25:17:4:26:29:23:22,,,,1.0
124,UNAB12100,10454,6,10,10,0,0,0,:25:17:4:26:23:22,,,,1.0
125,UNAB12100,10458,8,8,12,0,0,0,:25:17:4:26:29:22:10:3,,,,1.0
126,UNAB11500,10463,10,6,20,0,0,0,:25:17:4:26:29:23:0:22:32:13,,,,1.0
127,UNAB12100,10456,5,26,7,0,0,0,:25:17:4:22:3,,,,1.0
128,UNAB12210,10452,6,25,9,0,0,0,:25:17:4:26:29:22,,,,1.0
129,UNAB12100,10454,6,10,10,0,0,0,:25:17:4:26:29:23,,,,1.0
130,UNAB11500,10450,3,13,3,0,0,0,:25:17:4,,,,1.0
131,UNAB12100,10452,7,9,12,0,0,0,:25:17:4:26:29:23:0,,,,1.0
132,UNAB12510,10465,4,27,6,0,0,0,:25:17:26:32,,,,1.0
133,UNAB22115,1633,0,0,0,0,0,0,,,,,1.0
134,UNAB22115,1633,0,0,0,0,0,0,,,,,1.0
135,UNAB16507,1632,7,24,12,0,0,0,:25:17:4:26:29:23:0,,,,1.0
136,UNAB22510,10472,0,0,0,0,0,0,,,,,1.0
137,UNAB12100,10456,0,0,0,0,0,0,,,,,1.0
138,UNAB12100,10459,0,0,0,0,0,0,,,,,1.0
139,UNAB12100,10454,5,11,7,0,0,0,:25:17:4:22:32,,,,1.0
140,UNAB12210,10468,16,15,32,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,1.0
141,UNAB22100,10474,0,0,0,0,0,0,,,,,1.0
142,UNAB12100,10454,15,16,29,0,0,0,:25:17:4:26:29:0:22:10:3:42:7:32:13:18:35,,,,1.0
143,UNAB11500,10463,8,8,16,0,0,0,:25:17:4:26:29:23:32:13,,,,1.0
144,UNAB11500,10450,0,0,0,0,0,0,,,,,1.0
145,UNAB11500,10458,0,0,0,0,0,0,,,,,1.0
146,UNAB11500,10450,0,0,0,0,0,0,,,,,1.0
147,UNAB12100,10460,0,0,0,0,0,0,,,,,1.0
148,UNAB12100,10462,0,0,0,0,0,0,,,,,1.0
149,UNAB22510,10476,0,0,0,0,0,0,,,,,1.1
150,UNAB21500,10472,0,0,0,0,0,0,,,,,1.1
151,UNAB22510,10476,11,5,21,0,0,0,:25:17:4:29:23:0:22:10:3:42:35,,,,1.1
152,UNAB22510,10476,0,16,0,0,0,0,,,,,1.1
153,UNAB11500,10463,0,0,0,0,0,0,,,,,1.2
154,UNAB11500,10450,0,31,0,0,0,0,,,,,1.3
155,UNAB12210,10470,1,30,1,0,0,0,:17,,,,1.4
156,UNAB11500,10450,2,29,2,0,0,0,:25:4,,,,1.5
157,UNAB12510,10454,6,41,4,4,0,0,:25:17:17:4,:6:44,,,1.5
158,UNAB22115,1633,7,24,12,0,0,0,:25:17:4:29:23:0:22,,,,1.6
159,UNAB22510,10471,0,0,0,0,0,0,,,,,1.6
160,UNAB22115,1633,14,17,26,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:7:18:35,,,,1.6
161,UNAB22100,10474,6,10,8,0,0,0,:25:17:4:26:29:10,,,,1.6
162,UNAB11500,10455,0,16,0,0,0,0,,,,,1.6
163,UNAB12100,10460,8,8,12,0,0,0,:25:17:4:26:29:0:22:10,,,,1.6
164,UNAB12100,10455,0,47,0,0,0,0,,,,,1.6
165,UNAB11500,10457,9,38,10,6,0,0,:25:17:4:23:10:35,:6:1:44,,,1.6
166,UNAB12100,10456,0,0,0,0,0,0,,,,,1.6
167,UNAB11500,10455,0,0,0,0,0,0,,,,,1.6
168,UNAB11500,10455,0,16,0,0,0,0,,,,,1.6
169,UNAB11500,10453,0,31,0,0,0,0,,,,,1.6
170,UNAB11500,10455,0,16,0,0,0,0,,,,,1.6
171,UNAB12210,10468,16,15,32,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,1.6
172,UNAB12210,10459,7,9,12,0,0,0,:25:17:4:26:29:23:22,,,,1.6
173,UNAB12100,10457,5,26,7,0,0,0,:25:17:4:26:29,,,,1.6
174,UNAB21500,10475,6,10,13,0,0,0,:17:4:32:13:18:35,,,,1.7
175,UNAB11500,10450,6,10,10,0,0,0,:25:26:29:0:22:10,,,,1.7
176,UNAB12100,10469,0,16,0,0,0,0,,,,,1.7
177,UNAB11500,10463,0,16,0,0,0,0,,,,,1.7
178,UNAB11500,10455,5,26,7,0,0,0,:25:17:4:26:29,,,,1.7
179,UNAB22510,10476,0,16,0,0,0,0,,,,,1.8
180,UNAB12100,10460,8,8,15,0,0,0,:25:17:4:29:23:22:42:32,,,,1.8
181,UNAB12210,10467,14,17,26,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:7:18:35,,,,1.8
182,UNAB11500,10463,3,13,4,0,0,0,:25:4:26,,,,1.8
183,UNAB22100,10473,4,12,7,0,0,0,:25:4:23:3,,,,1.8
184,UNAB11500,10464,4,12,5,0,0,0,:25:17:4:26,,,,1.8
185,UNAB12100,10450,0,0,0,0,0,0,,,,,1.9
186,UNAB11500,10453,9,7,15,0,0,0,:25:17:4:26:29:23:0:22:10,,,,1.9
187,UNAB21500,10475,2,14,2,0,0,0,:17:4,,,,2.0
188,UNAB22100,10473,9,7,16,0,0,0,:25:17:4:26:29:23:0:22:3,,,,2.0
189,UNAB12100,10462,0,0,0,0,0,0,,,,,2.0
190,UNAB11500,10450,1,15,1,0,0,0,:4,,,,2.0
191,UNAB22510,10476,3,13,4,0,0,0,:25:17:26,,,,2.1
192,UNAB12210,10470,0,0,0,0,0,0,,,,,2.1
193,UNAB11500,10455,10,21,17,0,0,0,:25:17:4:26:29:23:0:22:10:18,,,,2.1
194,UNAB11500,10463,11,5,21,0,0,0,:17:4:26:29:23:0:22:10:7:32:13,,,,2.1
195,UNAB21500,10472,4,12,6,0,0,0,:25:17:4:42,,,,2.1
196,UNAB21500,10471,6,26,11,0,0,0,:4:26:0:10:3:42,,,,2.2
197,UNAB22115,1635,0,16,0,0,0,0,,,,,2.2
198,UNAB22115,1633,3,13,5,0,0,0,:25:26:22,,,,2.2
199,UNAB22115,1633,0,0,0,0,0,0,,,,,2.2
200,UNAB22115,1633,3,13,3,0,0,0,:25:17:4,,,,2.2
201,UNAB22510,10471,12,19,23,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:35,,,,2.2
202,UNAB22115,1633,6,25,8,0,0,0,:25:17:4:26:22:10,,,,2.2
203,UNAB22100,10474,6,10,8,0,0,0,:25:17:4:26:0:10,,,,2.2
204,UNAB12510,10465,13,3,26,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:32:13,,,,2.2
205,UNAB12100,10458,0,16,0,0,0,0,,,,,2.2
206,UNAB11500,10450,0,0,0,0,0,0,,,,,2.2
207,UNAB11500,10453,0,0,0,0,0,0,,,,,2.2
208,UNAB12100,10456,1,30,2,0,0,0,:22,,,,2.2
209,UNAB12210,10459,8,23,16,0,0,0,:25:17:26:29:23:3:42:18,,,,2.2
210,UNAB11500,10463,3,13,3,0,0,0,:25:17:4,,,,2.2
211,UNAB12100,10456,5,11,7,0,0,0,:25:17:4:22:3,,,,2.2
212,UNAB11500,10463,0,0,0,0,0,0,,,,,2.2
213,UNAB12210,10470,5,11,8,0,0,0,:25:17:4:26:23,,,,2.2
214,UNAB11500,10463,0,0,0,0,0,0,,,,,2.2
215,UNAB11500,10463,0,0,0,0,0,0,,,,,2.2
216,UNAB11500,10453,4,27,5,0,0,0,:25:17:4:26,,,,2.2
217,UNAB11500,10453,14,17,25,0,0,0,:25:17:4:26:29:23:0:22:10:3:7:32:18:35,,,,2.2
218,UNAB12100,10457,0,0,0,0,0,0,,,,,2.2
219,UNAB12100,10462,0,0,0,0,0,0,,,,,2.2
220,UNAB12100,10454,1,15,1,0,0,0,:17,,,,2.2
221,UNAB11500,10455,9,7,15,0,0,0,:25:17:4:26:29:23:0:22:10,,,,2.2
222,UNAB12100,10457,5,26,8,0,0,0,:25:17:4:23:22,,,,2.2
223,UNAB11500,10453,11,5,20,0,0,0,:25:17:4:26:29:23:0:22:10:3:42,,,,2.2
224,UNAB12100,10456,6,10,11,0,0,0,:25:4:26:23:10:42,,,,2.2
225,UNAB12100,10456,6,25,10,0,0,0,:25:17:4:22:3:35,,,,2.2
226,UNAB12100,10457,4,27,8,0,0,0,:25:26:22:35,,,,2.2
227,UNAB12100,10460,9,22,15,0,0,0,:25:17:4:26:29:23:0:22:10,,,,2.2
228,UNAB12210,10470,0,0,0,0,0,0,,,,,2.2
229,UNAB11500,10455,5,26,8,0,0,0,:25:17:23:22:10,,,,2.2
230,UNAB12100,10456,7,9,10,0,0,0,:25:17:4:26:29:22:10,,,,2.2
231,UNAB12100,10460,0,0,0,0,0,0,,,,,2.2
232,UNAB11500,10453,15,16,28,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:18:35,,,,2.2
233,UNAB11500,10455,10,6,17,0,0,0,:25:17:4:26:29:23:0:22:10:18,,,,2.2
234,UNAB12100,10457,4,12,8,0,0,0,:25:26:22:35,,,,2.2
235,UNAB12210,10469,2,14,2,0,0,0,:25:4,,,,2.2
236,UNAB12210,10468,12,19,25,0,0,0,:25:17:26:29:0:22:42:7:32:13:18:35,,,,2.2
237,UNAB12100,10456,6,10,10,0,0,0,:25:17:4:26:23:22,,,,2.2
238,UNAB12100,10453,0,0,0,0,0,0,,,,,2.2
239,UNAB11500,10455,0,0,0,0,0,0,,,,,2.2
240,UNAB22510,10476,4,12,5,0,0,0,:25:17:4:26,,,,2.4
241,UNAB12100,10450,0,0,0,0,0,0,,,,,2.4
242,UNAB11500,10464,15,16,29,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18,,,,2.4
243,UNAB11500,10450,3,28,4,0,0,0,:25:17:22,,,,2.4
244,UNAB11500,10464,0,16,0,0,0,0,,,,,2.4
245,UNAB12210,10457,6,25,11,0,0,0,:25:17:4:22:32:13,,,,2.4
246,UNAB12100,10462,0,16,0,0,0,0,,,,,2.4
247,UNAB12210,10465,3,13,4,0,0,0,:25:17:32,,,,2.4
248,UNAB12210,10467,3,13,3,0,0,0,:25:17:4,,,,2.4
249,UNAB11500,10464,14,17,29,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:13:18:35,,,,2.4
250,UNAB12210,10454,9,38,12,0,0,0,:25:17:17:4:4:29:0:22:3,,,,2.4
251,UNAB22100,10473,11,5,19,0,0,0,:25:17:4:26:29:23:0:22:10:3:18,,,,2.4
252,UNAB22100,10473,11,5,19,0,0,0,:25:17:4:26:29:23:0:22:10:3:18,,,,2.4
253,UNAB22100,10473,10,6,17,0,0,0,:25:17:4:26:29:23:0:22:10:3,,,,2.5
254,UNAB22115,1633,7,9,10,0,0,0,:25:17:4:22:10:3:18,,,,2.5
255,UNAB22510,10476,12,4,21,0,0,0,:25:17:4:26:29:0:22:10:3:42:7:35,,,,2.5
256,UNAB22510,10476,9,7,15,0,0,0,:25:17:4:26:29:23:0:22:10,,,,2.5
257,UNAB22510,10472,0,0,0,0,0,0,,,,,2.5
258,UNAB11500,10453,5,26,7,0,0,0,:25:17:4:26:29,,,,2.5
259,UNAB22115,1633,0,31,0,0,0,0,,,,,2.5
260,UNAB21500,10472,16,0,32,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,2.5
261,UNAB12100,10458,8,23,13,0,0,0,:17:4:26:29:0:22:10:3,,,,2.5
262,UNAB11500,10463,10,21,18,0,0,0,:25:17:4:23:0:22:10:7:32:13,,,,2.5
263,UNAB21500,10475,26,37,42,12,0,0,:25:25:17:17:4:4:26:29:29:23:0:22:10:3:42:7:7:32:13:13:18:35,:6:1:28:12,,,2.5
264,UNAB22510,10476,3,13,3,0,0,0,:25:17:4,,,,2.5
265,UNAB22115,1632,7,9,11,0,0,0,:25:17:4:23:22:10:3,,,,2.6
266,UNAB12100,10460,7,24,10,0,0,0,:25:17:4:26:29:22:10,,,,2.6
267,UNAB11500,10455,1,15,1,0,0,0,:17,,,,2.6
268,UNAB22100,10474,5,11,7,0,0,0,:25:17:4:26:22,,,,2.6
269,UNAB12210,10470,0,0,0,0,0,0,,,,,2.6
270,UNAB12100,10454,0,16,0,0,0,0,,,,,2.6
271,UNAB12210,10470,2,14,2,0,0,0,:25:17,,,,2.6
272,UNAB12510,10465,11,5,20,0,0,0,:25:17:4:26:29:23:0:22:10:3:42,,,,2.6
273,UNAB21500,10475,14,2,27,0,0,0,:25:17:4:26:29:23:0:22:10:7:32:13:18:35,,,,2.7
274,UNAB12210,10470,3,13,3,0,0,0,:25:17:4,,,,2.7
275,UNAB12100,10452,8,23,13,0,0,0,:25:17:4:26:23:0:22:10,,,,2.7
276,UNAB12100,10469,2,14,2,0,0,0,:17:4,,,,2.7
277,UNAB12100,10462,14,2,27,0,0,0,:25:17:4:26:29:23:0:22:10:7:32:13:18:35,,,,2.7
278,UNAB11500,10469,8,8,14,0,0,0,:25:17:26:29:23:0:22:10,,,,2.7
279,UNAB12100,10469,7,9,11,0,0,0,:25:17:4:26:29:22:3,,,,2.7
280,UNAB22115,1633,13,18,23,0,0,0,:25:17:4:26:29:23:0:22:10:3:7:18:35,,,,2.8
281,UNAB12100,10454,2,14,2,0,0,0,:25:17,,,,2.8
282,UNAB22100,10474,0,16,0,0,0,0,,,,,2.8
283,UNAB22115,1633,7,9,11,0,0,0,:25:17:4:26:23:10:3,,,,2.8
284,UNAB22115,1635,0,0,0,0,0,0,,,,,2.8
285,UNAB21500,10475,1,15,2,0,0,0,:18,,,,2.8
286,UNAB22115,1633,13,3,25,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:18:35,,,,2.8
287,UNAB21500,10475,0,0,0,0,0,0,,,,,2.8
288,UNAB12100,10468,0,0,0,0,0,0,,,,,2.8
289,UNAB12210,10459,0,0,0,0,0,0,,,,,2.8
290,UNAB12100,10450,10,21,18,0,0,0,:25:17:4:26:23:0:22:10:3:35,,,,2.8
291,UNAB11500,10450,0,16,0,0,0,0,,,,,2.8
292,UNAB12100,10469,0,16,0,0,0,0,,,,,2.8
293,UNAB12100,10457,0,16,0,0,0,0,,,,,2.8
294,UNAB12210,10456,6,10,10,0,0,0,:25:17:4:23:22:32,,,,2.8
295,UNAB12100,10456,7,9,10,0,0,0,:25:17:4:26:29:22:10,,,,2.8
296,UNAB12210,10466,16,0,32,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,2.8
297,UNAB11500,10450,13,3,24,0,0,0,:25:17:4:26:29:23:0:22:10:7:32:13:18,,,,2.8
298,UNAB12510,10465,7,9,13,0,0,0,:4:26:29:23:0:22:10,,,,2.8
299,UNAB12100,10462,0,16,0,0,0,0,,,,,2.8
300,UNAB11500,10459,8,8,12,0,0,0,:25:17:4:26:29:0:22:10,,,,2.8
301,UNAB12210,10467,11,5,21,0,0,0,:25:4:26:29:0:22:10:3:32:13:18,,,,2.8
302,UNAB12100,10456,5,11,7,0,0,0,:25:17:4:29:22,,,,2.8
303,UNAB12210,10468,0,0,0,0,0,0,,,,,2.8
304,UNAB12210,10468,3,13,3,0,0,0,:17:4:7,,,,2.8
305,UNAB12100,10457,0,0,0,0,0,0,,,,,2.8
306,UNAB12100,10457,2,14,2,0,0,0,:17:4,,,,2.8
307,UNAB12210,10467,10,21,19,0,0,0,:25:17:4:26:29:23:22:3:42:18,,,,2.8
308,UNAB11500,10453,0,0,0,0,0,0,,,,,2.8
309,UNAB12210,10456,10,6,20,0,0,0,:25:17:4:26:29:23:0:22:13:18,,,,2.8
310,UNAB12100,10469,0,16,0,0,0,0,,,,,2.8
311,UNAB12100,10457,10,6,17,0,0,0,:25:17:4:26:29:23:0:22:10:18,,,,2.8
312,UNAB12100,10458,4,12,7,0,0,0,:25:4:29:23,,,,2.8
313,UNAB12210,10456,1,30,3,0,0,0,:42,,,,2.8
314,UNAB11500,10450,9,7,15,0,0,0,:25:17:4:26:29:23:0:22:10,,,,2.8
315,UNAB12100,10452,7,9,13,0,0,0,:25:17:4:29:23:22:35,,,,2.8
316,UNAB12100,10457,0,16,0,0,0,0,,,,,2.8
317,UNAB12100,10457,6,10,10,0,0,0,:25:17:4:26:29:23,,,,2.8
318,UNAB12210,10457,0,0,0,0,0,0,,,,,2.8
319,UNAB11500,10463,12,4,23,0,0,0,:25:17:4:26:29:23:0:22:10:32:13:18,,,,2.9
320,UNAB22115,1635,0,0,0,0,0,0,,,,,3.0
321,UNAB22115,1632,5,11,7,0,0,0,:25:17:4:23:10,,,,3.0
322,UNAB22115,1632,7,9,11,0,0,0,:25:17:4:26:23:10:3,,,,3.0
323,UNAB22115,1635,0,0,0,0,0,0,,,,,3.0
324,UNAB22100,10474,7,24,12,0,0,0,:25:17:4:26:29:23:22,,,,3.0
325,UNAB12100,10460,7,24,10,0,0,0,:25:17:4:29:0:22:10,,,,3.0
326,UNAB11500,10450,0,0,0,0,0,0,,,,,3.0
327,UNAB12100,10462,4,12,5,0,0,0,:25:17:4:22,,,,3.0
328,UNAB12210,10457,7,24,12,0,0,0,:25:17:4:26:29:23:0,,,,3.0
329,UNAB12210,10459,9,7,15,0,0,0,:25:17:4:26:29:23:0:22:7,,,,3.0
330,UNAB22115,1633,12,4,22,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:32,,,,3.1
331,UNAB22115,1633,6,10,8,0,0,0,:25:17:4:22:10:3,,,,3.1
332,UNAB22115,1633,16,15,32,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,3.1
